Subject|Content|SA|mSA
Coldplay|I liked a @YouTube video from @nathanchancello|1|1
Coldplay|One of the best New Years Eve nights of our lives! Jay-Z & Coldplay at Barclays #tbt #repost from|1|1
Coldplay|#HappyBirthdayGhostStories One of the six masterpieces that @Coldplay @ColdplayColombi has given to us|1|0
Coldplay|Coldplay and I just had a conscious uncoupling.It's not y... yeah|1|0
Coldplay|New addition to wish list have to see Coldplay in concert!|1|1
Coldplay|I favorited a YouTube video -- Coldplay - Clocks (Live From Austin City Limits)|1|1
Coldplay|A sky full of stars ~ Coldplay|1|1
Coldplay|Feeling amazed that Coldplay is in Des Moines|1|0
Coldplay|Soooooo... You guys like Coldplay?|1|1
Coldplay|Great Song!! Coldplay is an amazing group to listen to and relax!! ^_^|1|1
Coldplay|@lizziepancho at her talent show singin Coldplay|1|0
Coldplay|@ChrisOfColdplay @VivaLaVida_for ParaParaParadise...=universe where Chris _Martin is King..=No War No Hunger..the air a beautiful melody:-)|1|1
Coldplay|@ColdplayUpdate you fellas never disappoint! At las..t :-) new beautiful tunes viva la @coldplay|1|1
Coldplay|@ChrisOfColdplay stellar #BeauBiden appreciation!|1|0
Coldplay|I just downloaded the FREE @IntoAirwaves Studio Cover of Paradise by Coldplay via @factmusicgroup. Watch it here-|1|0
Coldplay|Everyone seems to enjoy Days of Dawn's cover of Sky Full of Stars by Coldplay. #Trollapalooza|1|1
Coldplay|I favorited a YouTube video -- Coldplay - Trouble|1|1
Coldplay|I liked a YouTube video -- Coldplay - Trouble|1|1
Coldplay|I favorited a YouTube video -- Coldplay - Fix You|1|1
Coldplay|You don't know how lovely you areeee Coldplay <3|1|0
Coldplay|I liked a YouTube video -- Muppet Beaker sings Yellow by Coldplay|1|1
Coldplay|I favorited a YouTube video -- Muppet Beaker sings Yellow by Coldplay|1|1
Coldplay|likes Viva la Vida by Coldplay on Ping|1|0
Coldplay|Yes I do believe in magic #Coldplay|1|0
Coldplay|Listening to Coldplay while on my way to work and watching the rain hit my window makes life feel a little more epic haha|1|1
Coldplay|Shiver by Coldplay|1|0
Coldplay|The best song Coldplay has ever created is #StrawberrySwing. It makes my day every time I hear it!|1|1
Coldplay|#MakeASongDepressing Tell me you love me. If you don't then lie to me. Call it true love. - True Love by Coldplay.|1|1
Coldplay|Coldplay is my all time favorite band.|1|1
Coldplay|likes Life In Technicolor (Instrumental) by Coldplay on Ping|1|0
Coldplay|likes Lost! by Coldplay on Ping|1|0
Coldplay|Let me just say to all you clowns out there who think Coldplay is any good....THEY ARE HACKS|-1|1
Coldplay|trying to stay awake after leaving Connecticut at 4 am this morning to get to work after a fun weekend of Coldplay and New England|1|0
Coldplay|I liked a @YouTube playlist|1|1
Coldplay|@InkeddMommy I had to go listen to it and it sounds like Billy Idol singing a Coldplay song...|1|1
Coldplay|Coldplay right now on The Voice #ChrisMartin|1|0
Coldplay|I liked a @YouTube video from @makermusic|1|1
Coldplay|Can't wait to see Coldplay and who wins @NBCTheVoice!!! My vote is on @TheRealGrimmie!|1|1
Coldplay|@coldplay Check this video out please -- The Exchange - Yellow|1|0
Coldplay|Just got Princess Of China by Coldplay's free track for tweet|1|0
Coldplay|It's been that kind of morning...Coldplay - Magic (Official video):|1|0
Coldplay|Just got Princess Of China by Coldplay's free track for tweet ......|1|0
Coldplay|<3..... I like my company :-) Magic by Coldplay|1|1
Coldplay|Love m'boys Coldplay... free album for the people...|1|0
Coldplay|Watching Coldplay concert on Palladia (something good about cable tv)|1|1
Coldplay|Coldplay Fix You comes on right before work. I have a love hate relationship with Coldplay|1|0
Coldplay|@VoiceOfJSuckah Nickelback may as well be the Beatles in comparison to Coldplay.|1|0
Coldplay|@Coldplay - #Paradise (@JohannesAgust #Dubstep #Remix):|1|0
Coldplay|@nabalab I have the same passion for @davematthewsbnd & @coldplay! A few years ago I traveled over 500 miles to see Coldplay in St. Paul MN.|1|1
Coldplay|Just got The Scientist by Coldplay's free track for tweet|1|0
Coldplay|Just got Fix You by Coldplay's free track for tweet|1|0
Coldplay|I wish every night was a Coldplay concert!!|1|1
Coldplay|I don't even care that it sounds a little like Coldplay|-1|-1
Coldplay|@tjaew14 I just hear Coldplay I though of you!|1|1
Coldplay|Watch UNSTAGED: Coldplay live from Madrid! Frickin amaazing concert. . . .Coldplay's one of the only bands I would ever go to a concert for!|1|1
Coldplay|<3.. love this song.. Princess of China Coldplay|1|0
Coldplay|<3 love this song! :) Princess of China Coldplay|1|1
Coldplay|I liked a @YouTube video from @skydoesminecraf|1|1
Coldplay|Tiesto paradise remix >>> #Coldplay #tiesto|0|0
Coldplay|excited for Coldplay weds!!!|1|1
Coldplay|The new frat guys in BedStuy are hanging outside and playing Yellow by Coldplay super loud. What is the level past gentrification called?|1|1
Coldplay|Still my favorite Coldplay song ever... Glass Of Water Coldplay|1|1
Coldplay|.@Oxfam @Coldplay & I want @WorldBank to help #stoplandgrabs. Watch #inmyplacefilm & join us to demand change!|1|1
Coldplay|Coldplay Live right now! Hellz yeah!|1|0
Coldplay|likes Clocks by Coldplay on Ping|1|0
Coldplay|Nothing heals a broken heart like Coldplay!! #heavyhearted|1|0
Coldplay|New Coldplay is amazing. I'm already excited for the tour to promote this album!!|1|1
Coldplay|I'm liking this this Rihanna + Coldplay thing. If Chris Brown offers her a lift home|1|0
Coldplay|Coldplay - Fix You:|1|0
Coldplay|I'm liking Rihanna and Coldplay!|1|0
Coldplay|@ndersonTEA Yeah I was and I have explained that before. Coldplay actually puts on a good show if you can get past the music.|1|1
Coldplay|@VH1PNUT nice track homie. Like the Coldplay flip also.|1|0
Coldplay|By now my neighbors are probably in love with Coldplay #Coldplaymarathon|1|0
Coldplay|@LoganLerman @coldplay I like Coldplay been to a lot of thier concerts with friends.|1|1
Coldplay|likes Christmas Lights - Single by Coldplay on Ping|1|0
Coldplay|#nowplaying #mytunz 'Viva La Vida' by Coldplay:|0|0
Coldplay|Saying good night to the new female friend and suddenly 'A sky full of Star' from Coldplay begins to play... that must mean something :)|0|1
Coldplay|I've never really liked Coldplay. But Fix You never gets old.|1|1
Coldplay|...away she flies...she dreams of paradise (Paradise Coldplay) Simply brilliant!|0|0
Coldplay|I just used #Shazam to tag Paradise by Coldplay.|0|0
Coldplay|Nothing makes homework better except coffee and some #Coldplay #greatmusic #makesmyday|1|1
Coldplay|I just used #Shazam to discover Clocks by Coldplay.|0|0
Coldplay|So happy Coldplay was on American Idol tonight :) #ColdplayAmericanIdol|1|1
Coldplay|I do believe in magic Coldplay!|1|0
Coldplay|Who else is watching #ColdplayLive right now??? #itunesfestival|1|1
Coldplay|It's been a Coldplay kind of day.|1|0
Coldplay|Newfound respect for Chris Martin of Coldplay during Losing My Religion duet with Michael Stipe. #hugepleasantsurprise|0|0
Coldplay|@adamnyholt Totally agree! Coldplay's Mylo Xyloto is worth every penny.|1|1
Coldplay|@Alt1073Wichita is the best thing to happen to Wichita since the Dreamliner landed at Jabara. #FlorenceAndTheMachine #Gorillaz #Coldplay|0|0
Coldplay|So ready for #Coldplay tomorrow!|1|0
Coldplay|Listening to Yellow [Acoustic Version from Jo Whiley's Lunchtime Social][*] by Coldplay and loving it!|1|1
Coldplay|I think I like Coldplay|1|0
Coldplay|Free live Coldplay album -|0|1
Coldplay|Free Coldplay live album -|0|1
Coldplay|Grammys were good!(: I love Coldplay & Adele<3|1|1
Coldplay|you know how i know your gay?....you like Coldplay.|0|0
Coldplay|Look at the stars and how they shine for you #Yellow #Coldplay|0|0
Coldplay|Coldplay - Fix You Lyrics:|0|0
Coldplay|Just loved @basicphysics - Strength In Numbers (Coldplay x Daft Punk x Porter Robinson)|1|1
Coldplay|Just loved @KapSlap - Resurrect Paradise (Cobra Starship x Axwell x Coldplay)|1|1
Coldplay|likes M.M.I.X. by Coldplay on Ping|1|0
Coldplay|Coldplay : Ghost Stories on NET. *sambil ngebayangin someday nonton live performance mereka* [pic]|1|1
Coldplay|@AdamSchefter next season's Super Bowl in New Orleans: Rihanna and Coldplay. Anyone got any better suggestions? -- Black Sabbath is of age|1|1
Coldplay|Coldplay and Rihanna did an amazing performance #grammys|1|0
Coldplay|Coldplay tickets just went up for pre-sale. Time to see if I can get any|1|0
Coldplay|Tell me your secrets! Let's go back to start! Coldplay kind of night!!|1|0
Coldplay|Coldplay just did a Beastie Boys cover. Whole Hollywood Bowl was singing along. Very cool.|1|0
Coldplay|@KendallJenner: Us Against the World- Coldplay #bestsong @LaraAslaniannn in love myself! Absolutely agree|1|1
Coldplay|They're playing Coldplay's Sparks in Crooked Crust right now! @coldplay #daymade #sparks #lovesongs|0|0
Coldplay|I just entered for a chance to #win a signed copy of @Coldplay new album Ghost Stories|0|1
Coldplay|Nothing like Coldplay on a rainy day|1|0
Coldplay|@ChrisOfColdplay Thank you for taking the time to read my son. He has other incredible writings as well. you'll be deeply touched & moved!|0|1
Coldplay|Coldplay -- Fix You live at Lollapalooza|1|1
Coldplay|On the way home from work & listening to Coldplay:]|1|1
Coldplay|Like when Verizon plays Coldplay at work for 9 hours non stop.|1|0
Coldplay|I just used #Shazam to discover Trouble by Coldplay.|0|0
Coldplay|I favorited a @YouTube video from @luis_acdc1|0|1
Coldplay|At Coldplay... longest wait for hotdogs ever. Got a free hotdog!|0|0
Coldplay|I still call it magic #coldplay #chillvibe Magic Coldplay|1|0
Coldplay|@lizreilleyy Ahhh I'm sooo excited for Coldplay!!!!!!!|1|1
Coldplay|Our 4 year Hannah-versary celebration is THIS! Coldplay Live 2012 on Netflix. CRAZY NUTS! You can|1|0
Coldplay|Me: I cant think of what to play so I'm going to put on some Coldplay @CConnar: Why? Because its a room full of white guys?|0|0
Coldplay|Coldplay - FIX YOU live in Madrid.:|1|1
Coldplay|I liked a @YouTube video from @2cellos|0|1
Coldplay|new Mumford & Sons track sounds like Coldplay|1|1
Coldplay|I entered the Coldplay DLC Giveaway for a chance to win 6 Coldplay tracks for Rock Band:|0|1
Coldplay|@RikiRachtman Coldplays Scientist Amazing. I can't imagine Willie Nelson singing this well but I'll give it a shot.|1|0
Coldplay|Listening to Coldplay gets those heart strings strumming along to a different beat.|1|1
Coldplay|A sky full of stars - Coldplay|1|1
Coldplay|Lights will guide you home and ignite your bones. I will try to fix you. #Coldplay|1|0
Coldplay|Crossing my fingers that I get tickets the very special performance by Coldplay. #please #1iota|1|1
Coldplay|I'm listening to The Scientist by Coldplay on Pandora nobody said it was easy|1|0
Coldplay|Another day another chance to WIN UR Apple #iPad from #123RF.com~|-1|0
Coldplay|loved Willie doin' Coldplay|1|1
Coldplay|New Coldplay is really good but not before the third listen.|1|1
Coldplay|Sleep well Coldplay|1|0
Coldplay|Viva la Vida by Coldplay one of the best song ever.|1|1
Coldplay|What can I say? I love Coldplay! Enjoy the newest summer cover :)|1|1
Coldplay|I liked a @YouTube video from @narvaezjorge|0|1
Coldplay|Viva La Vida sounds amazing as Classical accompanied with Violin. #Coldplay #Violin #Classical #VivaLaVida #ClassicalIsBestForStudying|1|1
Coldplay|I just used Shazam to discover Speed Of Sound by Coldplay.|0|0
Coldplay|I liked a @YouTube video from @luis_acdc1|0|1
Coldplay|Someone please save Rock. Coldplay just couldn't do it on their own.|0|0
Coldplay|likes Christmas Lights by Coldplay on Ping|1|0
Coldplay|likes Lullaby Versions of Coldplay by Twinkle Twinkle Little Rock Star on Ping|1|0
Coldplay|@NBA @coldplay basketball and Coldplay. Couldn't get any better... Ohh wait yeah it did! Spurs won last night!|1|1
Coldplay|Omfgggggg just seen a a metro bus covered with Coldplays ghost stories album|0|0
Coldplay|Uhhhhhmmm where else can I win these Coldplay special tickets!?!?!? I need more options...|1|1
Coldplay|@LiveNation I WOULD be most excited to see Coldplay|1|1
Coldplay|Coldplay playlist accompanying well with my night of studying. Hot chocolate please|1|1
Coldplay|@KimptonInBOS we enjoyed the @Coldplay music during wine hour!|1|0
Coldplay|it sounds like Marcus Mumford is singing on a Coldplay track|1|-1
Coldplay|@coldplay love Coldplay|1|0
Coldplay|I am loving Coldplay's newest album!|1|1
Coldplay|Coldplay live tonight!!! Can't wait to see them again.|1|1
Coldplay|is going to have a fantastic weekend! Coldplay tomorrow!|1|0
Coldplay|I wish Coldplay would perform tonight...|1|1
Coldplay|Today is a great day for this album. Parachutes Coldplay|1|1
Coldplay|I just used #Shazam to tag Yellow by Coldplay.|1|0
Coldplay|Just got Yellow by Coldplay's free track for tweet|0|0
Coldplay|cant get enough of this..|1|1
Coldplay|@shaka_tweets playing in the cold? Sounds like Coldplay to me.|1|0
Coldplay|Tonight: Soul food dinner at Swet's followed by Anthony's birthday gift of a Coldplay concert. Can I get a woo hoo?|1|1
Coldplay|Coldplay at the Beacon Theatre tonight. Another great show!|1|1
Coldplay|I like Coldplay more now that gwyneth is out of the mix|1|1
Coldplay|@coldplay: Coldplay will play 3 shows in the US in December 2012|1|0
Coldplay|@beck & @ChrisOfColdplay 's performance at the #GRAMMYs + all of Beck's wins tonight|1|0
Coldplay|Listened To Coldplay sky full of stars|1|1
Coldplay|There is a good 40-yr Old Virgin joke in here somewhere @HunterPence3 Can't stop listening to Coldplay Paradise....|1|1
Coldplay|Dear Coldplay- you exceeded my lofty expectations. I place you inferior only to U2 in awesomeness.|1|0
Coldplay|You know how I know I'm bisexual? Because I only like half of Coldplay's songs. #badjoke #itstruethough|0|0
Coldplay|Watch American Express UNSTAGED: Coldplay live from Madrid on 10/26 at 4PM ET/1PM PT and replayed all night.|1|1
Coldplay|Coldplay live at I Heart Radio concert in Vegas! Live streaming from my bedroom! Best seat in the house! Lol!|1|1
Coldplay|Coldplay and Chipotle two of my favorite things|1|1
Coldplay|@NotMattPainter @ThePaintCrew Raise your hand if your team is about to get beasted and you like Coldplay.|1|1
Coldplay|Coldplay Live at Austin City Limits Nightswimming feat Michael Stipe:|1|0
